CrimeId,Count,Type,Cleared,LocationId
1360,3,5,0,527
1361,18,2,0,659
1362,27,2,1,311
1363,10,4,0,920
1364,6,4,0,434
1365,22,6,0,618
1366,15,6,0,510
1367,19,1,0,183
1368,28,5,0,491
1369,18,0,0,463
1370,18,4,0,106
1371,3,2,1,915
1372,8,3,1,911
1373,17,0,0,49
1374,10,3,0,295
1375,4,0,0,408
1376,3,6,1,222
1377,9,3,0,743
1378,18,5,1,418
1379,12,2,1,342
1380,16,2,1,504
1381,28,4,0,736
1382,16,5,1,86
1383,15,3,1,863
1384,19,0,1,60
1385,16,3,1,103
1386,29,1,0,660
1387,10,5,0,227
1388,10,1,1,970
1389,28,4,0,145
1390,0,1,1,135
1391,16,3,0,842
1392,22,1,0,605
1393,14,1,0,114
1394,10,6,1,468
1395,27,2,0,684
1396,19,6,0,860
1397,17,3,0,907
1398,19,1,1,779
1399,2,6,1,997
1400,11,1,0,5
1401,19,0,0,781
1402,3,4,1,34
1403,26,3,0,309
1404,19,4,0,141
1405,27,6,1,828
1406,29,4,0,764
1407,7,3,0,751
1408,20,1,1,66
1409,14,4,1,238
1410,24,0,0,412
1411,30,5,1,234
1412,13,4,1,120
1413,21,5,1,214
1414,11,2,0,938
1415,9,5,0,248
1416,25,3,1,66
1417,22,4,0,65
1418,26,4,0,244
1419,8,0,1,607
1420,9,4,0,912
1421,5,0,1,182
1422,4,1,1,745
1423,16,6,0,880
1424,20,2,1,361
1425,8,4,1,136
1426,8,0,1,286
1427,11,1,1,565
1428,29,6,1,106
1429,22,2,1,522
1430,11,6,0,172
1431,26,6,0,681
1432,17,5,1,702
1433,5,4,0,661
1434,24,0,0,818
1435,9,4,0,692
1436,2,5,0,517
1437,18,3,0,530
1438,10,5,1,753
1439,14,3,1,877
1440,6,4,0,184
1441,8,3,0,218
1442,30,3,0,374
1443,20,2,0,489
1444,15,0,0,600
1445,5,4,1,541
1446,27,3,0,506
1447,5,4,0,285
1448,7,0,0,462
1449,24,6,1,594
1450,22,3,0,307
1451,19,4,1,564
1452,20,2,0,156
1453,22,6,1,792
1454,19,4,0,567
1455,6,0,0,62
1456,5,0,0,694
1457,8,2,0,912
1458,5,2,0,668
1459,27,4,0,33
1460,28,2,1,581
1461,13,4,0,960
1462,6,4,1,168
1463,4,5,1,465
1464,4,1,1,555
1465,30,0,0,536
1466,11,4,0,337
1467,7,4,0,595
1468,20,3,1,231
1469,7,2,0,84
1470,23,2,1,686
1471,0,4,1,163
1472,25,5,0,796
1473,1,3,0,620
1474,2,3,1,389
1475,23,5,1,457
1476,14,2,0,960
1477,10,0,0,539
1478,17,6,1,573
1479,25,6,0,879
1480,19,0,0,911
1481,4,3,1,39
1482,7,3,1,658
1483,17,0,1,708
1484,16,5,1,687
1485,29,3,0,593
1486,8,1,0,788
1487,19,3,1,282
1488,16,0,1,324
1489,9,6,1,394
1490,24,4,1,864
1491,27,2,0,475
1492,5,6,1,704
1493,22,3,1,457
1494,2,6,0,746
1495,22,6,1,402
1496,16,4,0,523
1497,9,2,0,444
1498,4,6,1,285
1499,8,6,0,728
1500,25,1,0,296
1501,5,6,0,680
1502,13,3,0,120
1503,29,4,1,480
1504,2,4,0,500
1505,26,1,1,808
1506,30,3,0,546
1507,15,6,0,416
1508,18,0,1,833
1509,11,1,1,254
1510,7,6,0,291
1511,23,4,1,177
1512,16,6,1,391
1513,0,0,1,614
1514,15,3,0,345
1515,2,0,0,708
1516,14,4,0,219
1517,5,6,1,441
1518,29,3,0,656
1519,0,0,0,944
1520,24,5,1,49
1521,25,3,1,420
1522,13,1,0,937
1523,8,1,0,504
1524,9,3,0,841
1525,19,0,0,428
1526,9,3,0,393
1527,14,2,0,366
1528,15,5,1,812
1529,10,4,1,673
1530,0,3,0,784
1531,2,2,0,582
1532,23,1,0,565
1533,15,1,1,258
1534,27,4,1,220
1535,26,5,0,896
1536,20,3,0,921
1537,1,3,1,687
1538,27,3,0,266
1539,25,2,1,565
1540,6,2,1,415
1541,1,2,1,78
1542,29,5,1,761
1543,3,2,0,17
1544,19,6,0,421
1545,6,0,0,943
1546,11,5,1,643
1547,4,5,1,593
1548,3,2,1,578
1549,5,3,1,842
1550,6,1,0,272
1551,26,0,0,518
1552,22,3,1,286
1553,9,1,0,709
1554,26,1,0,904
1555,16,3,1,42
1556,19,2,1,34
1557,26,6,1,40
1558,14,3,1,548
1559,11,5,1,949
1560,2,1,0,726
1561,2,6,0,879
1562,9,0,0,394
1563,16,0,1,646
1564,14,0,1,490
1565,21,6,0,778
1566,24,3,1,233
1567,6,1,1,310
1568,8,3,1,433
1569,2,3,0,979
1570,2,5,1,493
1571,15,4,0,462
1572,10,0,0,916
1573,14,1,1,617
1574,23,3,0,951
1575,25,3,0,60
1576,25,0,0,913
1577,0,0,1,746
1578,6,5,0,144
1579,2,4,1,303
1580,21,2,0,277
1581,26,2,1,853
1582,24,6,0,788
1583,6,2,1,930
1584,28,5,0,147
1585,20,3,1,512
1586,9,1,0,886
1587,4,3,0,576
1588,28,5,1,851
1589,5,3,1,573
1590,0,2,0,763
1591,11,3,0,95
1592,15,1,1,304
1593,5,1,1,946
1594,25,2,1,969
1595,26,5,0,908
1596,28,1,1,324
1597,1,3,1,230
1598,20,0,1,328
1599,2,3,1,692
1600,4,1,1,265
1601,13,3,1,201
1602,22,1,0,589
1603,16,0,0,435
1604,5,1,0,849
1605,12,6,0,879
1606,20,1,1,424
1607,19,3,1,830
1608,18,3,1,955
1609,23,5,1,710
1610,21,4,1,632
1611,23,6,0,743
1612,28,4,1,540
1613,21,1,0,22
1614,0,3,0,987
1615,6,2,1,187
1616,9,0,0,603
1617,23,1,0,547
1618,16,4,0,676
1619,18,1,0,383
1620,8,1,0,131
1621,20,1,1,282
1622,19,2,1,424
1623,3,2,1,679
1624,22,2,0,746
1625,7,2,1,933
1626,5,6,0,958
1627,25,2,0,84
1628,24,2,0,568
1629,1,5,0,419
1630,28,6,0,645
1631,5,4,0,406
1632,1,4,0,732
1633,26,4,1,667
1634,1,5,0,987
1635,20,0,0,117
1636,3,6,0,348
1637,28,1,1,787
1638,0,3,1,27
1639,6,1,0,42
1640,25,0,0,1
1641,18,0,1,792
1642,5,1,0,914
1643,30,5,1,296
1644,22,0,1,685
1645,21,0,1,362
1646,1,4,1,701
1647,3,5,1,280
1648,7,3,1,490
1649,10,5,0,586
1650,25,5,1,773
1651,13,0,0,125
1652,24,3,0,313
1653,21,6,0,578
1654,17,3,1,375
1655,4,5,0,630
1656,0,6,1,740
1657,7,4,0,378
1658,2,4,1,898
1659,2,6,0,269
1660,6,1,0,495
1661,20,4,1,119
1662,28,4,0,274
1663,23,5,1,865
1664,24,5,0,355
1665,8,5,0,694
1666,3,6,1,592
1667,5,4,0,396
1668,8,2,0,361
1669,4,5,0,91
1670,12,0,1,236
1671,17,2,1,888
1672,24,2,1,520
1673,3,6,0,670
1674,2,2,0,264
1675,18,5,0,766
1676,22,6,1,184
1677,17,0,1,557
1678,13,2,0,396
1679,26,4,0,60
1680,18,1,1,69
1681,27,5,0,447
1682,17,0,1,802
1683,12,1,0,468
1684,20,3,1,993
1685,15,0,1,855
1686,14,3,0,234
1687,15,1,1,567
1688,13,1,0,363
1689,4,4,0,247
1690,15,0,1,162
1691,17,5,1,452
1692,14,6,1,426
1693,7,5,0,326
1694,14,6,0,333
1695,1,5,1,782
1696,15,5,1,752
1697,11,5,0,583
1698,4,4,0,706
1699,16,4,1,149
1700,29,3,0,78
1701,20,3,1,670
1702,0,6,0,845
1703,0,0,0,265
1704,23,2,0,965
1705,18,0,0,75
1706,29,0,1,648
1707,30,0,1,577
1708,17,4,0,192
1709,27,2,1,2
1710,25,2,1,226
1711,18,2,1,986
1712,14,2,0,50
1713,21,4,0,214
1714,13,0,0,731
1715,6,5,0,353
1716,6,6,0,443
1717,12,3,0,841
1718,9,1,1,984
1719,10,0,0,761
1720,21,4,0,836
1721,16,3,1,794
1722,20,1,0,768
1723,25,3,1,486
1724,19,3,0,862
1725,24,5,0,518
1726,6,3,1,260
1727,9,3,0,946
1728,0,2,1,229
1729,19,0,1,818
1730,9,6,0,874
1731,14,5,1,131
1732,19,6,0,935
1733,17,2,0,778
1734,10,6,1,626
1735,1,4,0,685
1736,12,0,1,890
1737,23,1,0,291
1738,12,4,0,528
1739,27,2,0,587
1740,12,1,0,694
1741,30,1,1,487
1742,28,4,1,824
1743,24,5,1,607
1744,29,6,1,617
1745,15,0,0,486
1746,26,6,1,68
1747,0,4,0,569
1748,25,3,0,57
1749,5,2,1,140
1750,23,6,0,518
1751,2,3,1,991
1752,17,5,1,487
1753,25,4,1,394
1754,4,2,1,861
1755,28,4,0,776
1756,0,0,1,527
1757,20,4,1,996
1758,6,5,1,604
1759,0,5,0,712
1760,8,6,0,292
1761,7,1,0,19
1762,7,0,1,122
1763,17,6,1,912
1764,28,3,0,214
1765,2,4,1,822
1766,6,4,1,63
1767,3,4,0,478
1768,3,6,1,530
1769,15,6,0,326
1770,20,2,1,252
1771,25,2,0,833
1772,3,3,0,567
1773,8,3,1,993
1774,10,2,1,804
1775,11,6,1,22
1776,2,5,0,661
1777,26,0,1,937
1778,23,5,1,895
1779,18,5,1,943
1780,24,5,0,961
1781,10,1,1,311
1782,6,5,0,601
1783,25,2,0,30
1784,6,5,0,682
1785,19,0,1,752
1786,0,1,1,24
1787,21,3,0,632
1788,14,4,0,731
1789,26,4,0,678
1790,26,0,1,329
1791,30,4,0,380
1792,12,0,0,685
1793,17,1,1,753
1794,6,2,0,192
1795,3,1,0,448
1796,15,2,0,462
1797,24,1,0,497
1798,20,0,1,110
1799,29,2,1,356
1800,4,4,0,72
1801,13,1,0,752
1802,29,1,0,248
1803,8,1,1,59
1804,12,2,0,344
1805,8,6,1,881
1806,0,5,1,505
1807,25,0,1,566
1808,8,1,0,333
1809,29,1,0,561
1810,4,1,1,794
1811,17,6,0,143
1812,14,6,0,341
1813,23,3,0,687
1814,4,3,0,229
1815,19,4,1,60
1816,29,3,1,149
1817,2,5,0,644
1818,7,3,0,727
1819,18,2,0,251
1820,28,5,1,893
1821,1,5,0,354
1822,9,0,0,906
1823,6,5,0,431
1824,3,1,1,456
1825,3,5,0,484
1826,26,1,0,253
1827,7,0,0,387
1828,0,2,1,252
1829,4,2,1,703
1830,25,3,1,870
1831,9,6,1,589
1832,4,5,1,981
1833,7,0,0,643
1834,13,6,0,567
1835,29,0,0,215
1836,7,5,0,513
1837,27,5,1,210
1838,14,5,0,615
1839,17,3,1,316
1840,10,5,1,559
1841,1,2,1,471
1842,19,0,0,744
1843,24,1,1,666
1844,28,2,0,220
1845,0,5,1,756
1846,17,2,1,318
1847,22,6,0,342
1848,8,4,1,753
1849,9,5,1,150
1850,7,0,0,557
1851,8,2,0,360
1852,25,0,0,800
1853,9,6,1,201
1854,13,3,0,162
1855,16,2,0,963
1856,22,0,0,866
1857,29,6,1,112
1858,6,2,1,790
1859,13,1,0,744
1860,16,6,1,680
1861,23,2,1,520
1862,12,3,0,336
1863,19,4,1,722
1864,15,3,1,464
1865,23,4,1,262
1866,22,6,1,422
1867,11,3,0,817
1868,17,0,1,490
1869,5,0,1,499
1870,10,5,0,429
1871,28,1,1,971
1872,10,2,1,975
1873,19,4,0,792
1874,8,1,0,593
1875,16,0,0,22
1876,1,5,0,73
1877,26,2,1,536
1878,24,5,0,189
1879,7,3,0,493
1880,29,1,0,389
1881,4,1,0,295
1882,5,6,0,616
1883,23,2,1,445
1884,20,1,0,639
1885,5,0,1,838
1886,20,1,0,590
1887,26,4,1,104
1888,2,4,1,881
1889,13,2,1,45
1890,26,4,1,665
1891,18,3,0,531
1892,3,1,0,60
1893,17,3,0,8
1894,15,3,0,710
1895,7,5,1,929
1896,12,6,0,225
1897,13,0,1,529
1898,26,4,1,583
1899,13,6,1,50
1900,10,0,0,889
1901,2,5,0,463
1902,10,0,1,263
1903,6,2,1,803
1904,10,3,1,912
1905,30,4,0,431
1906,12,4,0,819
1907,14,3,1,622
1908,23,0,1,675
1909,12,4,1,690
1910,19,1,1,734
1911,13,5,1,202
1912,15,0,1,804
1913,4,3,0,783
1914,5,5,1,983
1915,15,0,1,602
1916,10,4,0,566
1917,14,1,1,19
1918,13,1,0,5
1919,0,4,0,666
1920,1,4,0,795
1921,27,1,0,204
1922,1,6,1,970
1923,20,4,0,650
1924,6,5,0,492
1925,6,5,0,728
1926,26,4,0,586
1927,16,6,1,171
1928,8,3,1,188
1929,8,6,1,202
1930,22,1,0,255
1931,23,3,0,876
1932,5,1,1,44
1933,10,1,1,159
1934,5,4,1,532
1935,27,1,1,465
1936,12,5,0,250
1937,16,2,1,10
1938,16,4,1,523
1939,11,1,0,548
1940,3,4,0,60
1941,14,4,0,981
1942,22,4,1,73
1943,18,4,0,406
1944,8,0,1,527
1945,30,1,1,939
1946,6,6,0,14
1947,3,3,0,711
1948,25,5,0,401
1949,26,4,0,637
1950,15,3,0,562
1951,14,0,0,712
1952,29,1,1,824
1953,28,2,0,252
1954,27,6,1,842
1955,0,0,1,792
1956,6,4,1,309
1957,19,3,0,537
1958,16,6,0,740
1959,21,2,1,595
1960,20,2,0,726
1961,5,4,1,678
1962,30,2,0,703
1963,16,4,0,931
1964,24,0,1,408
1965,26,3,0,152
1966,28,1,1,580
1967,14,0,0,349
1968,12,1,1,612
1969,27,3,0,18
1970,12,1,1,634
1971,23,1,0,222
1972,17,1,0,699
1973,26,0,1,563
1974,8,2,1,964
1975,18,5,0,84
1976,0,5,1,970
1977,11,0,0,834
1978,19,0,0,668
1979,25,0,1,208
1980,15,6,1,354
1981,24,2,0,536
1982,28,6,1,579
1983,21,5,0,198
1984,1,0,1,723
1985,7,2,0,615
1986,28,4,1,826
1987,12,2,1,391
1988,25,2,1,834
1989,1,0,1,721
1990,20,5,1,620
1991,22,1,1,581
1992,18,1,1,192
1993,7,0,1,1
1994,10,2,1,297
1995,3,0,1,403
1996,15,3,1,808
1997,17,4,1,188
1998,28,5,0,963
1999,28,4,1,594
2000,20,5,1,525
2001,21,1,1,665
2002,23,0,0,276
2003,19,2,0,583
2004,28,0,1,748
2005,27,1,1,950
2006,27,3,0,300
2007,7,3,0,752
2008,25,6,0,157
2009,3,5,0,862
2010,21,4,0,860
2011,12,5,1,338
2012,25,6,0,492
2013,14,5,0,747
2014,27,0,0,393
2015,14,4,0,630
2016,29,0,0,155
2017,0,1,0,580
2018,25,4,0,823
2019,4,5,0,306
2020,9,6,1,962
2021,22,6,0,46
2022,16,6,1,846
2023,7,3,1,907
2024,14,4,0,472
2025,13,5,0,350
2026,6,4,1,829
2027,28,6,0,867
2028,4,3,1,856
2029,30,3,1,528
2030,7,5,1,190
2031,18,4,0,319
2032,4,2,1,241
2033,19,0,0,779
2034,10,1,1,144
2035,17,5,1,49
2036,1,1,0,459
2037,17,2,0,412
2038,6,6,0,655
2039,14,3,0,741
2040,13,1,0,149
2041,27,5,0,893
2042,0,0,1,153
2043,7,5,1,943
2044,28,0,1,123
2045,29,1,1,745
2046,10,1,1,318
2047,0,3,1,166
2048,8,3,0,181
2049,21,4,0,902
2050,29,3,0,241
2051,23,2,0,482
2052,23,4,0,277
2053,28,3,1,627
2054,22,2,0,114
2055,17,4,1,405
2056,16,1,0,923
2057,3,4,0,861
2058,25,5,1,904
2059,11,5,1,295
2060,1,2,1,353
2061,26,3,0,398
2062,3,0,0,566
2063,25,4,1,348
2064,19,5,1,914
2065,28,3,0,745
2066,25,1,0,276
2067,12,1,1,811
2068,5,1,1,616
2069,14,3,1,29
2070,11,2,0,348
2071,14,2,0,439
2072,0,6,1,517
2073,6,3,1,56
2074,0,1,0,820
2075,5,3,1,606
2076,4,3,0,508
2077,20,6,0,830
2078,5,4,1,727
2079,17,3,1,927
2080,26,4,1,276
2081,17,1,0,480
2082,16,0,1,149
2083,27,5,0,519
2084,19,1,1,891
2085,17,2,0,865
2086,24,2,0,354
2087,16,1,1,892
2088,14,6,1,233
2089,28,0,0,625
2090,20,3,1,605
2091,9,6,1,461
2092,9,5,0,808
2093,23,4,0,122
2094,11,6,0,186
2095,4,6,0,197
2096,30,0,0,939
2097,0,5,1,831
2098,29,2,1,214
2099,7,1,0,203
2100,19,6,0,600
2101,24,5,0,308
2102,4,6,1,420
2103,30,2,0,371
2104,28,4,1,661
2105,26,2,0,88
2106,5,3,0,858
2107,29,2,0,860
2108,30,2,0,293
2109,3,6,0,59
2110,9,5,0,422
2111,21,3,0,994
2112,23,0,1,995
2113,13,5,1,192
2114,26,1,1,865
2115,29,0,1,659
2116,8,5,0,900
2117,21,1,0,263
2118,6,4,0,153
2119,27,6,1,436
2120,19,4,0,677
2121,4,4,1,909
2122,11,3,1,333
2123,28,0,1,818
2124,23,0,1,551
2125,7,1,0,704
2126,23,3,0,334
2127,25,1,1,229
2128,16,0,1,679
2129,16,0,0,665
2130,12,2,1,165
2131,12,3,0,651
2132,24,3,0,613
2133,7,6,0,994
2134,16,5,1,913
2135,24,2,0,117
2136,3,5,1,529
2137,13,5,1,248
2138,2,4,0,759
2139,15,3,1,162
2140,30,6,0,713
2141,2,1,0,160
2142,28,2,1,280
2143,0,0,1,673
2144,26,6,1,154
2145,11,2,1,360
2146,14,4,1,373
2147,17,6,0,341
2148,8,3,0,732
2149,18,1,1,754
2150,8,0,0,175
2151,23,0,0,738
2152,23,0,1,911
2153,9,2,0,182
2154,19,2,1,100
2155,29,4,1,734
2156,30,1,1,484
2157,4,4,0,681
2158,20,3,1,86
2159,18,6,1,192
2160,12,1,1,327
2161,6,1,0,699
2162,11,5,0,153
2163,4,5,0,444
2164,8,1,0,193
2165,3,6,0,386
2166,4,6,0,544
2167,8,3,1,875
2168,1,2,1,394
2169,21,3,1,487
2170,8,1,0,693
2171,9,0,1,29
2172,5,0,0,42
2173,18,4,1,618
2174,18,6,0,743
2175,8,1,1,843
2176,1,0,0,992
2177,3,0,1,601
2178,30,3,0,282
2179,17,1,1,250
2180,17,4,1,211
2181,11,3,0,602
2182,15,4,0,806
2183,13,2,0,463
2184,20,5,1,934
2185,0,3,1,494
2186,29,4,1,73
2187,7,1,0,811
2188,14,2,1,575
2189,2,0,0,594
2190,1,5,1,742
2191,2,5,1,318
2192,5,0,0,821
2193,22,0,1,444
2194,13,2,1,752
2195,18,5,1,349
2196,24,5,1,867
2197,4,2,1,886
2198,27,3,0,620
2199,16,3,1,471
2200,11,1,0,383
2201,23,5,1,908
2202,11,5,1,237
2203,26,1,0,146
2204,4,2,1,187
2205,0,5,1,574
2206,10,3,1,749
2207,16,5,1,34
2208,23,2,1,632
2209,7,3,0,845
2210,17,4,1,338
2211,27,4,1,193
2212,13,1,1,40
2213,16,4,1,134
2214,4,6,0,930
2215,29,6,0,719
2216,14,3,0,485
2217,6,3,1,186
2218,30,2,1,996
2219,9,5,0,812
2220,12,0,0,668
2221,10,4,0,329
2222,28,5,0,963
2223,9,3,0,596
2224,14,1,1,396
2225,5,2,1,36
2226,4,6,0,485
2227,2,6,1,199
2228,1,1,0,889
2229,7,3,1,343
2230,17,4,0,646
2231,25,1,0,799
2232,9,0,1,111
2233,11,1,1,628
2234,2,4,0,450
2235,10,0,1,491
2236,29,0,1,296
2237,29,1,1,651
2238,29,4,1,57
2239,2,4,0,133
2240,15,5,0,312
2241,27,3,1,336
2242,21,6,0,442
2243,17,2,0,595
2244,20,2,1,330
2245,24,1,0,433
2246,7,6,0,176
2247,0,0,1,673
2248,24,5,0,771
2249,25,0,1,312
2250,10,3,1,673
2251,2,2,1,725
2252,14,2,0,443
2253,11,3,1,697
2254,23,5,1,271
2255,23,3,1,830
2256,13,5,0,720
2257,20,5,1,524
2258,26,1,1,120
2259,6,0,0,530
2260,21,2,1,995
2261,7,2,0,544
2262,6,3,0,865
2263,16,1,0,785
2264,9,4,0,990
2265,26,6,0,626
2266,14,0,1,94
2267,30,4,1,161
2268,10,2,0,394
2269,28,1,1,725
2270,3,1,1,66
2271,6,4,0,942
2272,10,6,1,235
2273,0,5,1,420
2274,15,2,1,511
2275,11,0,1,992
2276,30,3,0,260
2277,17,4,1,989
2278,4,2,1,893
2279,13,1,1,876
2280,19,3,1,2
2281,27,6,1,1
2282,15,5,0,18
2283,26,2,1,903
2284,30,3,1,986
2285,16,0,1,46
2286,25,6,0,482
2287,12,5,0,21
2288,3,6,0,116
2289,18,5,1,246
2290,21,0,1,390
2291,6,2,1,558
2292,1,1,1,8
2293,22,1,1,777
2294,10,5,0,367
2295,5,2,1,123
2296,15,6,1,25
2297,9,6,1,841
2298,21,3,0,807
2299,22,5,0,984
2300,3,4,0,579
2301,18,3,0,132
2302,24,2,1,779
2303,3,5,0,135
2304,15,5,1,173
2305,25,4,0,497
2306,18,6,0,770
2307,11,6,0,317
2308,7,4,1,800
2309,17,5,0,971
2310,1,6,0,196
2311,28,4,0,330
2312,24,1,0,239
2313,24,4,1,376
2314,5,2,1,321
2315,11,1,0,400
2316,19,3,0,901
2317,4,4,1,167
2318,16,1,1,101
2319,3,0,0,931
2320,13,1,0,425
2321,7,0,1,247
2322,19,0,1,366
2323,7,2,1,681
2324,7,0,1,304
2325,29,6,1,755
2326,13,4,1,957
2327,11,5,1,502
2328,22,5,0,906
2329,29,2,1,72
2330,11,0,1,732
2331,17,6,1,867
2332,8,6,0,881
2333,22,1,1,464
2334,19,4,1,462
2335,14,3,1,38
2336,10,0,0,488
2337,29,6,1,152
2338,23,0,1,317
2339,1,5,0,806
2340,4,3,1,210
2341,8,6,1,791
2342,10,0,1,241
2343,11,0,0,457
2344,26,0,1,276
2345,25,6,0,691
2346,27,2,0,128
2347,21,1,1,380
2348,25,0,1,13
2349,15,1,1,173
2350,10,1,0,509
2351,5,3,0,792
2352,25,0,0,211
2353,0,6,0,44
2354,10,1,1,552
2355,25,2,1,378
2356,11,2,0,158
2357,19,2,1,42
2358,26,1,1,387
2359,18,6,1,1
2360,20,2,0,578
2361,11,5,0,439
2362,27,1,0,538
2363,13,4,0,563
2364,5,0,1,110
2365,12,0,0,973
2366,13,1,0,760
2367,4,1,0,369
2368,28,1,0,354
2369,11,1,0,468
2370,24,2,1,629
2371,10,3,0,855
2372,4,1,0,952
2373,26,1,0,211
2374,24,0,1,447
2375,5,6,1,452
2376,1,4,1,765
2377,1,2,1,949
2378,8,3,0,892
2379,7,3,0,179
2380,17,3,1,87
2381,2,3,1,254
2382,28,4,1,804
2383,9,0,0,83
2384,15,1,1,155
2385,9,0,1,936
2386,1,0,0,900
2387,21,3,1,604
2388,7,5,0,227
2389,18,1,1,885
2390,6,2,0,929
2391,30,3,1,447
2392,24,1,0,515
2393,21,3,1,536
2394,9,2,0,672
2395,17,0,0,904
2396,13,3,0,294
2397,2,5,1,805
2398,1,6,0,4
2399,29,2,1,688
2400,10,6,0,5
2401,0,2,0,952
2402,3,4,1,747
2403,0,4,1,299
2404,23,1,1,679
2405,29,5,1,974
2406,4,5,1,37
2407,10,5,0,774
2408,19,6,1,9
2409,1,4,1,842
2410,30,3,0,581
2411,20,4,1,360
2412,29,1,1,41
2413,8,0,1,751
2414,29,0,1,831
2415,23,1,0,990
2416,4,4,1,472
2417,6,3,0,646
2418,10,6,1,511
2419,23,6,1,251
2420,28,2,1,862
2421,12,2,0,936
2422,19,2,0,7
2423,2,1,1,919
2424,7,0,1,283
2425,23,4,1,203
2426,20,6,0,687
2427,24,5,1,795
2428,24,4,0,831
2429,23,2,0,870
2430,17,3,0,623
2431,17,0,1,136
2432,26,3,1,686
2433,12,6,1,631
2434,16,4,0,835
2435,24,0,0,73
2436,16,3,0,581
2437,0,2,0,969
2438,22,0,0,478
2439,24,3,1,300
2440,29,2,0,389
2441,11,3,0,140
2442,16,1,0,470
2443,6,3,0,260
2444,20,2,0,198
2445,21,1,1,661
2446,8,6,1,622
2447,11,2,1,224
2448,10,1,1,537
2449,24,2,0,316
2450,2,3,1,983
2451,9,5,1,719
2452,29,2,0,964
2453,1,1,1,936
2454,20,5,0,972
2455,5,4,0,276
2456,3,4,0,511
2457,5,0,0,125
2458,3,4,1,828
2459,8,3,1,979
2460,24,1,1,383
2461,22,4,0,777
2462,25,4,0,395
2463,25,2,1,189
2464,11,1,0,370
2465,27,4,1,823
2466,20,3,1,725
2467,27,6,1,580
2468,10,2,1,553
2469,7,5,1,4
2470,6,1,0,308
2471,3,4,1,162
2472,19,4,1,795
2473,27,4,1,134
2474,10,6,1,638
2475,5,2,0,35
2476,21,1,1,369
2477,23,1,0,860
2478,9,1,1,443
2479,28,3,0,900
2480,20,3,0,150
2481,21,2,1,66
2482,4,0,0,421
2483,16,1,1,814
2484,22,0,1,927
2485,20,3,1,956
2486,12,6,1,540
2487,4,6,0,340
2488,29,3,0,59
2489,15,4,1,990
2490,25,6,1,491
2491,26,3,1,97
2492,0,5,1,573
2493,9,1,1,582
2494,6,0,0,819
2495,23,4,0,770
2496,23,1,0,37
2497,16,5,1,634
2498,16,3,0,118
2499,2,4,1,547
2500,23,5,0,2
2501,11,6,1,497
2502,7,5,1,704
2503,8,0,0,951
2504,1,5,0,343
2505,24,5,0,757
2506,15,4,1,121
2507,18,4,1,951
2508,17,4,1,436
2509,19,5,0,560
2510,19,4,0,299
2511,0,0,0,890
2512,12,3,1,134
2513,19,0,1,485
2514,1,0,1,485
2515,15,5,0,402
2516,7,3,0,848
2517,5,5,1,83
2518,11,2,0,497
2519,30,1,0,998
2520,9,5,0,374
2521,21,0,0,206
2522,21,6,0,446
2523,5,4,0,750
2524,25,3,0,803
2525,27,2,1,655
2526,10,5,1,158
2527,25,6,0,522
2528,22,5,1,497
2529,19,1,1,60
2530,27,6,0,8
2531,4,6,0,407
2532,21,2,0,652
2533,7,4,1,368
2534,25,2,1,516
2535,19,4,0,994
2536,24,6,1,766
2537,14,2,0,840
2538,25,4,1,113
2539,0,4,0,151
2540,29,6,0,283
2541,19,2,1,713
2542,14,1,0,100
2543,5,0,1,910
2544,18,2,0,866
2545,12,4,1,667
2546,17,5,0,371
2547,18,6,1,890
2548,18,3,1,38
2549,22,3,0,203
2550,27,6,1,539
2551,16,6,0,39
2552,6,3,0,509
2553,5,3,0,184
2554,29,0,0,589
2555,0,1,1,62
2556,5,5,0,246
2557,23,1,1,52
2558,6,2,1,747
2559,6,0,1,24
2560,28,1,1,762
2561,26,6,0,420
2562,10,0,0,979
2563,11,4,1,47
2564,1,2,1,877
2565,16,1,1,113
2566,4,3,0,411
2567,15,3,0,933
2568,27,3,0,67
2569,4,1,0,284
2570,7,2,0,814
2571,2,1,0,171
2572,19,0,1,95
2573,2,1,0,405
2574,26,0,1,695
2575,27,4,0,808
2576,16,5,0,237
2577,2,5,1,763
2578,15,1,0,896
2579,10,5,0,786
2580,19,2,0,481
2581,25,6,1,616
2582,5,4,0,296
2583,18,5,0,630
2584,27,0,1,416
2585,27,0,1,957
2586,13,6,1,321
2587,7,6,1,812
2588,16,0,0,916
2589,15,2,0,717
2590,27,5,1,964
2591,4,3,0,953
2592,28,2,0,157
2593,25,4,0,917
2594,21,6,0,896
2595,5,3,1,910
2596,22,1,0,118
2597,29,0,1,937
2598,14,0,1,676
2599,10,0,1,365
2600,22,2,1,494
2601,24,4,0,921
2602,6,3,1,661
2603,13,6,1,661
2604,28,0,0,35
2605,7,2,0,400
2606,11,6,0,847
2607,3,2,0,759
2608,11,6,1,794
2609,28,5,0,418
2610,20,1,0,834
2611,16,0,0,494
2612,17,6,0,532
2613,7,1,0,715
2614,23,6,0,686
2615,8,2,1,720
2616,0,6,1,904
2617,22,0,0,715
2618,5,1,0,198
2619,6,5,1,126
2620,18,5,1,704
2621,3,4,1,170
2622,6,1,1,27
2623,23,3,0,281
2624,1,5,0,462
2625,15,5,1,954
2626,19,0,1,886
2627,8,4,1,545
2628,29,0,0,750
2629,15,0,1,773
