RestaurantId,LocationId,Hours,Stars,Category,RestaurantName
248,248,"Monday: Closed
Tuesday: 16:0-0:0
Wednesday: 16:0-0:0
Thursday: 16:0-0:0
Friday: 16:0-1:0
Saturday: 16:0-1:0
Sunday: Closed",4.0,"Restaurants, Lounges, Bars, American (New), Nightlife",The Libertine Liquor Bar
249,249,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: Closed
Sunday: Closed",4.0,"Machine Shops, Local Services, Automotive, Auto Parts & Supplies",Ballistic Fabrication
250,250,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Shanghainese, Restaurants, Sushi Bars, Szechuan, Sports Bars, Lounges, Asian Fusion, Thai, Karaoke, Chinese, Nightlife, Bars",Shanghai Station
251,251,"Monday: 9:30-19:0
Tuesday: Closed
Wednesday: 9:30-19:0
Thursday: 9:30-19:0
Friday: 9:30-19:0
Saturday: 9:30-19:0
Sunday: 11:0-17:0",3.5,"Beauty & Spas, Waxing, Nail Salons, Hair Removal",Nails & Beauty Lounge
252,252,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",5.0,"Pet Services, Pet Sitting, Pets",Creature Comforts Pet Sitting
253,253,"Monday: 6:30-20:0
Tuesday: 6:30-20:0
Wednesday: 6:30-20:0
Thursday: 6:30-20:0
Friday: 6:30-20:0
Saturday: 6:30-20:0
Sunday: 8:0-18:0",4.5,"Cupcakes, Street Vendors, Food Delivery Services, Food Trucks, Desserts, Food",Scout's Treat Truck
254,254,"Monday: 0:0-0:0
Tuesday: 11:0-21:0
Wednesday: 12:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-23:0
Saturday: 11:0-23:0
Sunday: 11:0-22:0",3.5,"Pizza, Restaurants, Bars, Nightlife, Sandwiches",Mellow Mushroom
255,255,"Monday: 5:0-21:30
Tuesday: 5:0-21:30
Wednesday: 5:0-21:30
Thursday: 5:0-21:30
Friday: 5:0-21:30
Saturday: 5:0-21:30
Sunday: 5:0-21:30",4.5,"Irish Pub, Bars, Restaurants, Irish, Nightlife",Four Green Fields
256,256,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",3.0,"Fitness & Instruction, Gyms, Weight Loss Centers, Health & Medical, Trainers, Active Life",Anytime Fitness
257,257,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",2.5,"Restaurants, Breakfast & Brunch, Coffee Roasteries, Coffee & Tea, Food",Cafe Con Leche
258,258,"Monday: 0:0-0:0
Tuesday: 8:0-22:0
Wednesday: 8:0-22:0
Thursday: 8:0-22:0
Friday: 8:0-23:0
Saturday: 8:0-23:0
Sunday: 8:0-22:0",3.0,"Drugstores, Pharmacy, Health & Medical, Convenience Stores, Food, Shopping",CVS Pharmacy
259,259,"Monday: 7:0-14:0
Tuesday: 6:30-14:0
Wednesday: 6:30-14:0
Thursday: 6:30-14:0
Friday: 6:30-14:0
Saturday: 6:30-14:30
Sunday: 7:0-14:30",4.5,"Restaurants, Breakfast & Brunch",Express Cafe
260,260,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",2.0,"Event Planning & Services, Hotels, Hotels & Travel",Rancho 777
261,261,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-12:0
Saturday: Closed
Sunday: Closed",2.0,"Health & Medical, Doctors, Endocrinologists, Internal Medicine, Dermatologists",Western Endocrine Associates
262,262,"Monday: 10:0-20:0
Tuesday: 10:0-20:0
Wednesday: 10:0-20:0
Thursday: 10:0-20:0
Friday: 10:0-20:0
Saturday: 9:0-19:0
Sunday: 10:0-17:0",3.0,"Shopping, Fashion, Outdoor Gear, Active Life, Golf Lessons, Sporting Goods, Golf Equipment, Golf, Fitness & Instruction, Sports Wear",Golf Galaxy
263,263,"Monday: 0:0-0:0
Tuesday: 5:0-1:0
Wednesday: 5:0-1:0
Thursday: 5:0-12:0
Friday: 5:0-12:0
Saturday: 8:0-14:0
Sunday: 8:0-14:0",3.0,"Active Life, Fitness & Instruction, Trainers, Gyms",City Fitness - Northern Liberties
264,264,"Monday: 6:0-18:0
Tuesday: 6:0-18:0
Wednesday: 6:0-18:0
Thursday: 6:0-18:0
Friday: 6:0-18:0
Saturday: 5:0-18:0
Sunday: 5:0-18:0",4.0,"Active Life, Shopping, Fishing, Hunting & Fishing Supplies, Sporting Goods",Master Bait and Fishing Supplies
265,265,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-0:0
Saturday: 11:0-0:0
Sunday: 11:0-22:0",3.5,"Italian, Chicken Wings, Pizza, Restaurants",Boston Pizza
266,266,"Monday: 7:0-19:0
Tuesday: 7:0-19:0
Wednesday: 7:0-19:0
Thursday: 7:0-19:0
Friday: 7:0-17:0
Saturday: 8:0-12:0
Sunday: Closed",3.5,"Diagnostic Imaging, Diagnostic Services, Health & Medical, Medical Centers",Diagnostic Imaging Services
267,267,"Monday: Closed
Tuesday: 9:0-17:0
Wednesday: 9:0-17:0
Thursday: 9:0-17:0
Friday: 9:0-17:0
Saturday: 9:0-16:0
Sunday: 8:0-14:0",4.5,"Food, Bakeries, Restaurants",Baltic Bakery
268,268,"Monday: 11:0-18:0
Tuesday: 11:0-18:0
Wednesday: 11:0-18:0
Thursday: 11:0-18:0
Friday: 11:0-18:0
Saturday: 11:0-18:0
Sunday: 12:0-17:0",4.0,"Fashion, Men's Clothing, Shopping",Style Lab For Men
269,269,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Hotels, Rest Stops, Event Planning & Services, Hotels & Travel",1-275 Rest Area Manatee County Mile 7
270,270,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Professional Sports Teams, Arts & Entertainment",Indy Fuel
271,271,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: Closed
Sunday: Closed",2.0,"Home Services, Professional Services, Home Cleaning, Office Cleaning",The Cleaning Authority - Tucson
272,272,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Chinese, Restaurants, Filipino",Fat Jakks
273,273,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",3.5,"Shopping, Furniture Stores, Home & Garden",Restoration Hardware
274,274,"Monday: 9:0-21:0
Tuesday: 9:0-21:0
Wednesday: 9:0-21:0
Thursday: 9:0-21:0
Friday: 9:0-21:0
Saturday: 9:0-21:0
Sunday: 9:0-21:0",5.0,"Mountain Biking, Bike Repair/Maintenance, Shopping, Bikes, Active Life, Local Services, Sporting Goods",Easy Rider Repair
275,275,"Monday: 9:0-22:0
Tuesday: 9:0-22:0
Wednesday: 9:0-22:0
Thursday: 9:0-23:0
Friday: 9:0-23:0
Saturday: 9:0-23:0
Sunday: 11:0-20:0",4.5,"Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes",Brown Sugar Bakery & Cafe
276,276,"Monday: 11:0-23:0
Tuesday: 11:0-2:0
Wednesday: 11:0-2:0
Thursday: 11:0-2:0
Friday: 11:0-2:0
Saturday: 12:30-2:0
Sunday: 12:30-22:0",3.0,"Restaurants, Sushi Bars, Japanese",Sake House
277,277,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-2:0
Saturday: 11:0-2:0
Sunday: 11:0-0:0",3.0,"Tex-Mex, Restaurants, American (Traditional), Nightlife, Bars",Jon's Bar & Grille
278,278,"Monday: 0:0-0:0
Tuesday: 8:30-17:30
Wednesday: 8:30-17:30
Thursday: 8:30-17:30
Friday: 8:30-17:30
Saturday: 10:0-17:0
Sunday: Closed",4.0,"Apartments, Real Estate, Home Services",Villas at San Dorado
279,279,"Monday: 0:0-0:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-22:30
Saturday: 11:0-17:0
Sunday: 11:0-21:0",3.5,"Mexican, Restaurants",Las Margaritas
280,280,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",2.5,"Body Shops, Automotive",Rippy's Central Pike Collision Repair
281,281,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Beauty & Spas, Piercing, Tattoo",Inkorporated
282,282,"Monday: 9:0-13:0
Tuesday: 9:0-18:0
Wednesday: 9:0-20:0
Thursday: 9:0-13:0
Friday: 9:0-20:0
Saturday: 8:0-17:0
Sunday: 8:0-13:0",3.5,"Orthodontists, Health & Medical, Oral Surgeons, General Dentistry, Dentists, Cosmetic Dentists",Center City Emergency Dentist
283,283,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",3.5,"Event Planning & Services, Party & Event Planning, Restaurants, Seafood, Soul Food, Southern, Ethnic Food, Specialty Food, Venues & Event Spaces, Cajun/Creole, Food",Olivier's Creole Restaurant
284,284,"Monday: 0:0-0:0
Tuesday: 10:0-17:0
Wednesday: 10:0-17:0
Thursday: 10:0-13:30
Friday: 10:0-17:0
Saturday: Closed
Sunday: Closed",4.5,"Bike Rentals, Active Life, Bikes, Shopping, Sporting Goods",Wissahickon Cyclery
285,285,"Monday: 11:30-22:0
Tuesday: 11:30-22:0
Wednesday: 11:30-22:0
Thursday: 11:30-22:0
Friday: 11:30-23:0
Saturday: 11:30-23:0
Sunday: 11:30-22:0",3.5,"Italian, Pizza, Gluten-Free, Restaurants, Bars, Wine Bars, Nightlife",Parlor Suburban Square
286,286,"Monday: 10:0-17:0
Tuesday: 10:0-17:0
Wednesday: 9:0-17:0
Thursday: Closed
Friday: 9:0-15:0
Saturday: Closed
Sunday: Closed",5.0,"Health & Medical, Medical Spas, Beauty & Spas, Skin Care, Makeup Artists",Kim Kelly & Co Clinical Skin Care
287,287,"Monday: 0:0-0:0
Tuesday: 9:0-18:0
Wednesday: 9:0-18:0
Thursday: 9:0-18:0
Friday: 9:0-18:0
Saturday: 10:0-17:0
Sunday: Closed",3.5,"Real Estate, Apartments, Home Services",Camden Bay Apartments
288,288,"Monday: 9:0-20:0
Tuesday: 9:0-20:0
Wednesday: 9:0-20:0
Thursday: 9:0-20:0
Friday: 9:0-20:0
Saturday: 9:0-19:0
Sunday: 10:0-17:0",5.0,"Barbers, Beauty & Spas",Bulls Barbershop
289,289,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",1.0,"Tours, Walking Tours, Hotels & Travel, Food Tours",Best Tours
290,290,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",5.0,"Photography Stores & Services, Beauty & Spas, Hair Salons, Home & Garden, Art Galleries, Day Spas, Arts & Entertainment, Shopping",Blue Wren Studio
291,291,"Monday: Closed
Tuesday: 10:0-21:0
Wednesday: 17:30-21:0
Thursday: 10:0-21:0
Friday: 10:0-21:0
Saturday: 10:0-21:0
Sunday: 12:0-20:0",4.5,"Latin American, Mexican, Restaurants",Taqueria El Sitio
292,292,"Monday: 0:0-0:0
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: 11:0-18:0
Saturday: 11:0-18:0
Sunday: 11:0-18:0",5.0,"Caribbean, Food, Restaurants, Food Trucks",The Pepper Pott
293,293,"Monday: Closed
Tuesday: 11:30-21:0
Wednesday: 11:30-21:0
Thursday: 11:30-21:0
Friday: 11:30-22:0
Saturday: 11:30-22:0
Sunday: 11:30-21:0",4.5,"Italian, Restaurants, Salad, Bars, Venues & Event Spaces, Wine Bars, Nightlife, Event Planning & Services",La Sponda
294,294,"Monday: 11:0-21:0
Tuesday: 11:0-21:0
Wednesday: 11:0-21:0
Thursday: 11:0-21:0
Friday: 11:0-21:0
Saturday: 11:0-21:0
Sunday: 12:0-20:0",3.5,"Burgers, Restaurants",BurgerWorks
295,295,"Monday: 0:0-0:0
Tuesday: 8:0-16:0
Wednesday: 9:0-18:0
Thursday: 9:0-19:0
Friday: 9:0-19:0
Saturday: 9:0-19:0
Sunday: 11:0-17:0",4.0,"Makeup Artists, Blow Dry/Out Services, Beauty & Spas, Hair Salons, Nail Salons, Eyebrow Services",Blow Bar Express Styling Salon
296,296,"Monday: Closed
Tuesday: 9:0-17:30
Wednesday: 9:0-17:30
Thursday: 9:0-17:30
Friday: 9:0-17:30
Saturday: 9:30-18:0
Sunday: Closed",4.0,"Men's Hair Salons, Waxing, Hair Salons, Skin Care, Hair Removal, Beauty & Spas",S&K Salon
297,297,"Monday: 11:0-19:0
Tuesday: 11:0-19:0
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: 9:0-19:0
Sunday: 9:0-19:0",4.5,"Italian, Seafood, American (Traditional), Steakhouses, Restaurants, Comfort Food",The Cider Factory
298,298,"Monday: 11:30-22:0
Tuesday: 16:30-22:0
Wednesday: 11:30-22:0
Thursday: 11:30-22:0
Friday: 11:30-0:0
Saturday: 16:30-0:0
Sunday: 16:30-22:0",4.0,"Nightlife, Bars, Cocktail Bars, Japanese, Restaurants, Sushi Bars, Asian Fusion",B2 Bluefin
299,299,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",3.0,"Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces",Aloft Philadelphia Airport
300,300,"Monday: Closed
Tuesday: 12:0-19:0
Wednesday: 10:0-17:0
Thursday: 12:0-20:0
Friday: 10:0-17:0
Saturday: 9:0-15:0
Sunday: Closed",4.0,"Beauty & Spas, Hair Salons",Renee Hair Salon
301,301,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Performing Arts, Arts & Entertainment",Bob Kramer’s Marionnettes
302,302,"Monday: 8:0-15:0
Tuesday: 8:0-15:0
Wednesday: 8:0-15:0
Thursday: 8:0-15:0
Friday: 8:0-15:0
Saturday: 8:0-15:0
Sunday: 8:0-15:0",4.5,"Sandwiches, Chicken Wings, Restaurants, Donuts, Food",Federal Donuts
303,303,"Monday: Closed
Tuesday: 12:0-18:0
Wednesday: 12:0-18:0
Thursday: 12:0-18:0
Friday: 12:0-18:0
Saturday: 12:0-18:0
Sunday: Closed",2.0,"Beauty & Spas, Tattoo, Piercing",Bear's Skin Art Studio
304,304,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",3.5,"Home Services, Windows Installation",Accurate Window & Screen
305,305,"Monday: 10:0-17:30
Tuesday: 10:0-17:30
Wednesday: 10:0-18:30
Thursday: 10:0-17:30
Friday: 10:0-17:30
Saturday: 10:0-17:0
Sunday: Closed",3.0,"Arts & Crafts, Sports Wear, Costumes, Performing Arts, Adult, Shopping, Sporting Goods, Arts & Entertainment, Fashion",Baum's Dancewear
306,306,"Monday: 9:0-19:0
Tuesday: 9:0-18:0
Wednesday: 9:0-18:0
Thursday: 9:0-18:0
Friday: 9:0-19:0
Saturday: 9:0-19:0
Sunday: Closed",4.5,"Nail Salons, Beauty & Spas, Hair Salons",Belle Chic Salon
307,307,"Monday: 7:30-17:0
Tuesday: 7:30-17:0
Wednesday: 7:30-17:0
Thursday: 7:30-17:0
Friday: 7:30-17:0
Saturday: Closed
Sunday: Closed",4.0,"Flooring, Home Services, Carpeting, Contractors, Refinishing Services",Alex Smith Hardwood Flooring
308,308,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",5.0,"Shoe Repair, Sewing & Alterations, Local Services",Chinatown Market Shoe Repair And Tailor
309,309,"Monday: 11:0-19:0
Tuesday: 11:0-19:0
Wednesday: 11:0-19:0
Thursday: 11:0-19:0
Friday: 11:0-19:0
Saturday: 11:0-15:0
Sunday: Closed",4.5,"Thai, Vietnamese, Chinese, Restaurants",Pho Friendly
310,310,"Monday: 8:0-18:0
Tuesday: 8:0-18:0
Wednesday: 8:0-18:0
Thursday: 8:0-18:0
Friday: 8:0-18:0
Saturday: 9:0-15:0
Sunday: Closed",3.5,"Shipping Centers, Notaries, Local Services, Printing Services, Mailbox Centers",Goin' Postal Westhaven
311,311,"Monday: 10:0-20:0
Tuesday: 10:0-20:0
Wednesday: 10:0-20:0
Thursday: 10:0-20:0
Friday: 10:0-20:0
Saturday: 10:0-20:0
Sunday: 11:0-18:0",3.5,"Men's Clothing, Women's Clothing, Children's Clothing, Fashion, Shopping, Accessories",Guess - Walnut Street
312,312,"Monday: 9:0-19:30
Tuesday: 9:0-17:30
Wednesday: 9:0-17:30
Thursday: 9:0-17:0
Friday: 9:0-17:0
Saturday: Closed
Sunday: Closed",2.0,"Radiologists, Doctors, Health & Medical",Bustleton Radiology Associates
313,313,"Monday: 11:0-23:0
Tuesday: 11:0-23:0
Wednesday: 11:0-23:0
Thursday: 11:0-23:0
Friday: 11:0-2:0
Saturday: 11:0-2:0
Sunday: 11:0-23:0",2.5,"Ethnic Food, Specialty Food, Restaurants, Food, Pizza",Fusion Pizza & Grill
314,314,"Monday: Closed
Tuesday: 11:30-22:0
Wednesday: 11:30-22:0
Thursday: 11:30-22:0
Friday: 11:30-23:0
Saturday: 11:30-23:0
Sunday: 12:0-22:0",3.5,"Chinese, Restaurants, Japanese",Misto Diner
315,315,"Monday: 0:0-0:0
Tuesday: 10:0-18:0
Wednesday: 10:0-18:0
Thursday: 10:0-18:0
Friday: 10:0-18:0
Saturday: 11:0-18:0
Sunday: Closed",4.5,"Beauty & Spas, Eyelash Service, Skin Care, Tanning",Endless Summer Tans
316,316,"Monday: 10:0-20:0
Tuesday: 10:0-20:0
Wednesday: 10:0-20:0
Thursday: 10:0-20:0
Friday: 10:0-20:0
Saturday: 10:0-18:0
Sunday: 11:0-17:0",4.5,"Restaurants, Sandwiches",Williams Sub Shop
317,317,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: 8:0-17:0
Sunday: 8:0-17:0",4.5,"Restaurants, Acai Bowls, Vegan, Organic Stores, Vegetarian, Food, Juice Bars & Smoothies",Franklin Juice Co
318,318,"Monday: 0:0-0:0
Tuesday: 17:0-23:0
Wednesday: 17:0-23:0
Thursday: 17:0-0:0
Friday: 17:0-2:0
Saturday: 17:0-2:0
Sunday: 10:0-23:0",4.0,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars",Acadia
319,319,"Monday: 0:0-0:0
Tuesday: 9:0-17:0
Wednesday: 9:0-17:0
Thursday: 9:0-17:0
Friday: 9:0-17:0
Saturday: 9:0-17:0
Sunday: Closed",5.0,"Pet Services, Pets, Pet Training",Ann Becnel Companion Dogs
320,320,"Monday: Closed
Tuesday: 16:0-21:0
Wednesday: 16:0-21:0
Thursday: 16:0-21:0
Friday: 16:0-21:0
Saturday: 16:0-21:0
Sunday: 16:0-21:0",4.0,"Restaurants, Salad, Pakistani, Indian, Cocktail Bars, Food, Food Delivery Services, Soup, Halal, Bars, Nightlife",Sher-e-Punjab
321,321,"Monday: 11:0-13:30
Tuesday: 11:0-13:30
Wednesday: 11:0-13:30
Thursday: 11:0-13:30
Friday: 11:0-13:30
Saturday: Closed
Sunday: Closed",4.5,"Street Vendors, Food, Food Trucks, Greek, Food Stands, Restaurants, Mediterranean",Go! Gyro! Go!
322,322,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: 12:0-19:0
Saturday: 12:0-18:0
Sunday: 12:0-18:0",5.0,"Local Flavor, Public Art, Museums, Nightlife, Arts & Entertainment, Music Venues",The Music Box Village
323,323,"Monday: 6:30-18:0
Tuesday: 6:30-18:0
Wednesday: 6:30-18:0
Thursday: 6:30-18:0
Friday: 6:30-18:0
Saturday: Closed
Sunday: Closed",3.5,"Education, Preschools, Local Services, Child Care & Day Care, Elementary Schools",Little V.I.P's Preschool
324,324,"Monday: 10:0-20:30
Tuesday: 10:0-20:30
Wednesday: 10:0-20:30
Thursday: 10:0-20:30
Friday: 10:0-20:30
Saturday: 10:0-20:30
Sunday: 10:0-20:30",4.0,"Massage, Beauty & Spas",Foot Massage Reflexology
325,325,"Monday: 8:0-15:0
Tuesday: 12:0-18:0
Wednesday: 12:0-18:0
Thursday: 12:0-18:0
Friday: 12:0-20:0
Saturday: 12:0-20:0
Sunday: 12:0-20:0",5.0,"Convenience Stores, Food, Grocery, Coffee & Tea, Beer, Wine & Spirits",Nesbit's Magazine Street Market
326,326,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",2.5,"Steakhouses, Burgers, Restaurants",The Steak Out
327,327,"Monday: 10:0-18:0
Tuesday: 10:0-18:0
Wednesday: 10:0-18:0
Thursday: 10:0-18:0
Friday: 10:0-18:0
Saturday: 10:0-18:0
Sunday: Closed",2.5,"Home & Garden, Furniture Stores, Shopping",Bronze Lady Home Furnishings
328,328,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",5.0,"Playgrounds, Kids Activities, Active Life, Parks, Basketball Courts",City Center Park
329,329,"Monday: 7:30-18:0
Tuesday: 7:30-18:0
Wednesday: 7:30-18:0
Thursday: 7:30-18:0
Friday: 7:30-18:0
Saturday: 9:0-15:0
Sunday: Closed",3.5,"Sewing & Alterations, Local Services, Dry Cleaning & Laundry, Laundry Services",South Cleaner & Tailor
330,330,"Monday: 9:0-18:0
Tuesday: 9:0-18:0
Wednesday: 9:0-18:0
Thursday: 9:0-18:0
Friday: 9:0-18:0
Saturday: 9:0-16:0
Sunday: Closed",4.5,"Auto Repair, Automotive",Marino's Auto Repair
331,331,"Monday: 7:0-19:0
Tuesday: 7:0-19:0
Wednesday: 7:0-19:0
Thursday: 7:0-19:0
Friday: 7:0-19:0
Saturday: 7:0-19:0
Sunday: 8:0-18:0",4.0,"Car Wash, Automotive",Mr Wizard Worcester Car Wash
332,332,"Monday: Closed
Tuesday: 11:0-17:0
Wednesday: 11:0-17:0
Thursday: 11:0-17:0
Friday: 11:0-17:0
Saturday: 11:0-17:0
Sunday: Closed",3.5,"Animal Shelters, Pet Adoption, Pets",PAWS  Plaquemines Animal Welfare Society
333,333,"Monday: 10:30-0:0
Tuesday: 10:30-0:0
Wednesday: 10:30-0:0
Thursday: 10:30-0:0
Friday: 10:30-1:0
Saturday: 10:30-1:0
Sunday: 10:30-0:0",4.0,"Chicken Wings, Sandwiches, Restaurants, Pizza",Domino's Pizza
334,334,"Monday: 11:0-21:0
Tuesday: 11:0-21:0
Wednesday: 11:0-21:0
Thursday: 11:0-21:0
Friday: 11:0-21:0
Saturday: 11:0-21:0
Sunday: 11:0-21:0",2.5,"Specialty Food, Restaurants, Food, Seafood, Seafood Markets",Saltwater Grill
335,335,"Monday: 7:0-19:0
Tuesday: 7:0-19:0
Wednesday: 7:0-19:0
Thursday: 7:0-19:0
Friday: 7:0-20:0
Saturday: 7:0-19:0
Sunday: 9:0-17:0",1.5,"Automotive, Propane, Movers, Self Storage, Towing, Home Services, Truck Rental, Local Services",U-Haul of Somerdale
336,336,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Pets, Veterinarians",Warminster Veterinary Hospital
337,337,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",2.0,"Financial Services, Insurance, Check Cashing/Pay-day Loans, Auto Insurance, Automotive, Registration Services",Pls Check Cashers
338,338,"Monday: 10:0-19:0
Tuesday: 10:0-19:0
Wednesday: 10:0-19:0
Thursday: 10:0-19:0
Friday: 10:0-20:0
Saturday: 10:0-20:0
Sunday: Closed",4.0,"Food, Bakeries, Desserts",Sparkle Cupcake Company
339,339,"Monday: 0:0-0:0
Tuesday: 9:0-18:0
Wednesday: 9:0-18:0
Thursday: 9:0-18:0
Friday: 9:0-18:0
Saturday: 9:0-18:0
Sunday: Closed",3.5,"Food, Beer, Wine & Spirits",Fine Wine & Good Spirits
340,340,"Monday: 10:30-22:0
Tuesday: 10:30-22:0
Wednesday: 10:30-22:0
Thursday: 10:30-22:0
Friday: 10:30-22:0
Saturday: 10:30-22:0
Sunday: 10:30-22:0",3.5,"Salad, Hot Dogs, Burgers, Restaurants, American (Traditional), Fast Food",Brandon Burgers
341,341,"Monday: 0:0-0:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-23:30
Saturday: 11:0-23:30
Sunday: 11:0-20:0",3.0,"Nightlife, Pubs, American (Traditional), Restaurants, Bars",World of Beer
342,342,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-0:0
Thursday: 11:0-0:0
Friday: 11:0-1:0
Saturday: 11:0-1:0
Sunday: 11:0-0:0",4.0,"Guest Houses, Hotels & Travel",Bourgoyne Guest House
