RestaurantId,LocationId,Hours,Stars,Category,RestaurantName
765,436,"Monday: 11:0-20:30
Tuesday: 11:0-20:30
Wednesday: 11:0-20:30
Thursday: 11:0-20:30
Friday: 11:0-21:0
Saturday: 11:0-21:0
Sunday: 11:30-20:30",4.0,Bitter,Nicola's Pizza
766,211,"Monday: 7:0-18:0
Tuesday: 7:0-18:0
Wednesday: 7:0-18:0
Thursday: 7:0-18:0
Friday: 7:0-18:0
Saturday: 7:0-18:0
Sunday: 7:0-18:0",4.0,Smokey,Creve Coeur Golf Course
767,325,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",2.0,Crispy,7-Eleven
768,166,"Monday: 14:0-18:0
Tuesday: 14:0-18:0
Wednesday: 14:0-18:0
Thursday: 14:0-18:0
Friday: 14:0-17:30
Saturday: 9:0-10:0
Sunday: Closed",5.0,Juicy,Optilife Chiropractic
769,811,"Monday: 5:0-21:0
Tuesday: 5:0-21:0
Wednesday: 5:0-21:0
Thursday: 5:0-21:0
Friday: 5:0-22:0
Saturday: 5:0-22:0
Sunday: 6:0-21:0",2.5,Umami,Hardee's
770,560,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",3.0,Herbal,Richard Kenneth Jewelers
771,768,"Monday: 10:45-14:0
Tuesday: 10:45-14:0
Wednesday: 10:45-14:0
Thursday: 10:45-14:0
Friday: 10:45-14:0
Saturday: Closed
Sunday: Closed",4.5,Creamy,Cafe Olivia
772,675,"Monday: 0:0-0:0
Tuesday: 11:0-21:0
Wednesday: 11:0-21:0
Thursday: 11:0-22:0
Friday: 11:0-19:0
Saturday: 11:0-22:0
Sunday: 11:0-21:0",4.0,Juicy,CD Roma Restaurant
773,384,"Monday: 9:0-18:0
Tuesday: Closed
Wednesday: 9:0-18:0
Thursday: 9:0-18:0
Friday: 9:0-18:0
Saturday: 9:0-18:0
Sunday: 9:0-18:0",5.0,Savory,Glow by Natalia Barlow
774,667,"Monday: 0:0-0:0
Tuesday: 8:0-16:0
Wednesday: 8:0-16:0
Thursday: 8:0-16:0
Friday: 8:0-16:0
Saturday: Closed
Sunday: Closed",3.5,Crunchy,Weinhardt Party Rentals
775,469,"Monday: 9:0-17:0
Tuesday: 9:0-17:0
Wednesday: 9:0-17:0
Thursday: 9:0-17:0
Friday: 9:0-17:0
Saturday: 9:0-17:0
Sunday: Closed",3.5,Umami,SmartStyle
776,596,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",4.5,Cheesy,Sweetwater Wetlands
777,220,"Monday: 9:0-19:0
Tuesday: 9:0-19:0
Wednesday: 9:0-19:0
Thursday: 9:0-19:0
Friday: 9:0-19:0
Saturday: 9:0-19:0
Sunday: 11:0-17:0",3.0,Bitter,B&L Nails Spa
778,558,"Monday: 5:0-0:0
Tuesday: 5:0-0:0
Wednesday: 5:0-0:0
Thursday: 5:0-0:0
Friday: 5:0-0:0
Saturday: 5:0-0:0
Sunday: 5:0-0:0",2.0,Salty,McDonald's
779,362,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-23:0
Saturday: 11:0-23:0
Sunday: Closed",4.0,Rich,Rosa Mezcal
780,292,"Monday: 0:0-0:0
Tuesday: 7:0-13:0
Wednesday: 7:0-13:0
Thursday: 7:0-13:0
Friday: 7:0-13:0
Saturday: 8:0-14:0
Sunday: 7:30-14:0",4.0,Fruity,The Original Pancake House
781,812,"Monday: 9:0-9:0
Tuesday: 9:0-9:0
Wednesday: 9:0-9:0
Thursday: 9:0-9:0
Friday: 9:0-9:0
Saturday: 9:0-9:0
Sunday: 9:0-9:0",5.0,Chewy,Crush Gourmet Raspados
782,106,"Monday: 16:0-21:30
Tuesday: 16:0-21:30
Wednesday: 16:0-21:30
Thursday: 16:0-21:30
Friday: 16:0-21:30
Saturday: 11:0-22:0
Sunday: 11:0-21:30",3.5,Moist,India Palace
783,409,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",2.0,Herbal,Octopus Car Wash
784,396,"Monday: 11:0-20:0
Tuesday: 11:0-20:0
Wednesday: 11:0-20:0
Thursday: 11:0-20:0
Friday: 11:0-20:0
Saturday: 11:0-20:0
Sunday: 11:0-19:0",3.0,Tangy,Saladworks
785,723,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-23:0
Saturday: 11:0-23:0
Sunday: 12:0-22:0",2.5,Bitter,Candida's Pizza
786,293,"Monday: 7:30-17:30
Tuesday: 7:30-17:30
Wednesday: 7:30-17:30
Thursday: 7:30-17:30
Friday: 7:30-17:30
Saturday: Closed
Sunday: Closed",4.0,Crunchy,J C Automotive Service
787,851,"Monday: 9:0-17:0
Tuesday: 9:0-17:0
Wednesday: 9:0-17:0
Thursday: 9:0-17:0
Friday: 9:0-17:0
Saturday: 9:0-17:0
Sunday: Closed",4.0,Nutty,Kristi's Pet Grooming
788,357,"Monday: 9:0-21:0
Tuesday: 9:0-18:0
Wednesday: 9:0-21:0
Thursday: 9:0-18:0
Friday: 9:0-21:0
Saturday: 9:0-18:0
Sunday: Closed",3.0,Umami,Mungenast Lexus of St Louis
789,256,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",3.0,Sour,Cooper Medical Center
790,958,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",5.0,Mild,Global Appliance Parts
791,98,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",4.5,Crunchy,Ristenpart Law
792,919,"Monday: 0:0-0:0
Tuesday: 9:0-16:0
Wednesday: 8:0-0:0
Thursday: 8:0-18:0
Friday: 8:0-18:0
Saturday: 10:0-16:0
Sunday: 10:0-16:0",3.5,Bitter,Textbook Brokers UNR
793,425,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",2.0,Moist,WMGK 102.9 FM
794,746,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",3.5,Smokey,Reno Tahoe Shuttle
795,88,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",1.0,Bitter,Creative Beginnings Pre-School & Kindergarten
796,84,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",3.0,Mild,Courtyard by Marriott Nashville Downtown
797,446,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: 18:0-23:0
Saturday: 18:0-23:0
Sunday: 16:30-21:0",4.0,Fluffy,ACME Screening Room
798,484,"Monday: 0:0-0:0
Tuesday: 10:0-18:0
Wednesday: 10:0-18:0
Thursday: 10:0-18:0
Friday: 10:0-18:0
Saturday: 10:0-18:0
Sunday: 11:0-17:0",2.5,Nutty,The Ladies Room
799,664,"Monday: 17:0-2:30
Tuesday: 17:0-2:30
Wednesday: 17:0-2:30
Thursday: 17:0-3:0
Friday: 17:0-2:30
Saturday: 17:0-2:30
Sunday: 17:0-2:30",3.5,Zesty,Brugada
800,963,"Monday: 0:0-0:0
Tuesday: 7:30-18:0
Wednesday: 7:30-18:0
Thursday: 7:30-18:0
Friday: 7:30-17:0
Saturday: 9:0-17:0
Sunday: 9:0-17:0",3.5,Sour,Tire Choice Auto Service Centers
801,751,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-22:0
Saturday: 11:0-22:0
Sunday: 11:0-22:0",3.5,Dry,O'Shucks Seafood & Grill
802,343,"Monday: 0:30-0:30
Tuesday: 0:30-0:30
Wednesday: 0:30-0:30
Thursday: 0:30-0:30
Friday: 0:30-0:30
Saturday: 0:30-0:30
Sunday: 0:30-0:30",3.5,Nutty,Econo Lodge
803,670,"Monday: 9:30-19:30
Tuesday: 9:30-19:30
Wednesday: 9:30-19:30
Thursday: 9:30-19:30
Friday: 9:30-19:30
Saturday: 9:30-18:0
Sunday: 10:0-17:0",3.5,Fluffy,Beauty Nails
804,442,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",3.0,Umami,Tim Hortons
805,996,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",4.0,Spicy,reYOU massage
806,694,"Monday: 7:0-18:0
Tuesday: 7:0-18:0
Wednesday: 7:0-18:0
Thursday: 7:0-18:0
Friday: 7:0-18:0
Saturday: Closed
Sunday: Closed",1.0,Gooey,International Medical Group
807,64,"Monday: Closed
Tuesday: 10:0-18:30
Wednesday: 10:0-18:30
Thursday: 10:0-18:30
Friday: 10:0-18:30
Saturday: 9:30-14:30
Sunday: Closed",5.0,Herbal,Paige Simmons Salon
808,936,"Monday: 9:0-21:0
Tuesday: 9:0-21:0
Wednesday: 9:0-21:0
Thursday: 9:0-21:0
Friday: 9:0-21:0
Saturday: 9:0-21:0
Sunday: Closed",3.0,Earthy,Sunshine Swim School
809,431,"Monday: 9:0-21:0
Tuesday: 9:0-21:0
Wednesday: 9:0-21:0
Thursday: 9:0-21:0
Friday: 9:0-21:0
Saturday: 9:0-18:0
Sunday: 11:0-17:0",2.0,Dry,Sherwood Nissan
810,81,"Monday: 9:0-21:0
Tuesday: 9:0-21:0
Wednesday: 9:0-21:0
Thursday: 9:0-21:0
Friday: 9:0-21:0
Saturday: 9:0-21:0
Sunday: 9:0-21:0",3.5,Fruity,John's Pass Waverunners
811,47,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",2.5,Frothy,Edible Arrangements
812,126,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-23:0
Saturday: 11:0-23:0
Sunday: 16:0-21:0",3.5,Sweet,HotBox Pizza
813,990,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",3.0,Nutty,Nailtek
814,611,"Monday: 0:0-0:0
Tuesday: 5:0-21:0
Wednesday: 5:0-21:0
Thursday: 5:0-21:0
Friday: 5:0-15:0
Saturday: 7:0-19:0
Sunday: 7:0-19:0",3.0,Sweet,Santa Barbara Athletic Club
815,263,"Monday: 11:0-19:0
Tuesday: 11:0-19:0
Wednesday: 11:0-19:0
Thursday: 11:0-19:0
Friday: 11:0-19:0
Saturday: 11:0-19:0
Sunday: 12:0-18:0",2.5,Crispy,Auntie Anne's
816,657,"Monday: 7:30-20:0
Tuesday: 7:30-20:0
Wednesday: 7:30-20:0
Thursday: 7:30-20:0
Friday: 7:30-20:0
Saturday: 8:30-19:0
Sunday: Closed",3.5,Spicy,Audi Boise
817,774,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",2.0,Sour,La Quinta Inn by Wyndham Indianapolis East-Post Drive
818,841,"Monday: 11:0-19:0
Tuesday: 11:0-19:0
Wednesday: 11:0-19:0
Thursday: 11:0-19:0
Friday: 11:0-19:0
Saturday: 10:0-18:0
Sunday: Closed",2.5,Creamy,CVS Optical
819,780,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",2.5,Earthy,Run Montecito-Summerland
820,929,"Monday: 9:0-17:0
Tuesday: Closed
Wednesday: Closed
Thursday: 9:0-17:0
Friday: 9:0-17:0
Saturday: 9:0-17:0
Sunday: 9:0-17:0",3.5,Frothy,Windsong Charters & Boat Rentals
821,37,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",5.0,Savory,Factotum Barber + Supply
822,311,"Monday: 7:0-15:0
Tuesday: 7:0-15:0
Wednesday: 7:0-15:0
Thursday: 7:0-15:0
Friday: 7:0-15:0
Saturday: 7:0-15:30
Sunday: 7:0-15:30",4.0,Crunchy,Cedar Park Cafe
823,746,"Monday: Closed
Tuesday: 11:0-21:0
Wednesday: 11:0-21:0
Thursday: 11:0-21:0
Friday: 11:0-21:0
Saturday: 11:30-21:0
Sunday: 11:30-20:0",4.0,Savory,Joe’s Pizza and Pasta
824,536,"Monday: 11:0-21:0
Tuesday: 11:0-21:0
Wednesday: 11:0-21:0
Thursday: 11:0-21:0
Friday: 11:0-21:30
Saturday: 11:0-21:30
Sunday: 11:0-21:0",3.0,Buttery,Sonny's BBQ
825,679,"Monday: 8:0-18:0
Tuesday: 8:0-18:0
Wednesday: 8:0-18:0
Thursday: 8:0-18:0
Friday: 8:0-18:0
Saturday: 9:0-17:0
Sunday: Closed",4.5,Frothy,HouseMaster Home Inspections
826,803,"Monday: 9:0-18:0
Tuesday: 9:0-18:0
Wednesday: 9:0-18:0
Thursday: 9:0-18:0
Friday: 9:0-18:0
Saturday: Closed
Sunday: Closed",4.5,Cheesy,Reno Collective Coworking
827,158,"Monday: 11:0-0:0
Tuesday: 11:0-0:0
Wednesday: 11:0-2:0
Thursday: 11:0-2:0
Friday: 11:0-3:0
Saturday: 11:0-3:0
Sunday: 8:0-0:0",3.5,Moist,Porpoise Pub
828,959,"Monday: 0:0-0:0
Tuesday: 7:30-18:0
Wednesday: 7:30-18:0
Thursday: 7:30-18:0
Friday: 7:30-18:0
Saturday: 8:0-17:0
Sunday: Closed",5.0,Bitter,BRAKEmax
829,29,"Monday: Closed
Tuesday: 16:0-21:0
Wednesday: 11:30-21:0
Thursday: 11:30-21:0
Friday: 11:30-21:30
Saturday: 16:0-21:30
Sunday: 12:0-21:0",3.5,Rich,Crescent City Steak House
830,402,"Monday: 8:0-19:0
Tuesday: 8:0-19:0
Wednesday: 8:0-19:0
Thursday: 8:0-19:0
Friday: 8:0-19:0
Saturday: 8:0-17:0
Sunday: Closed",2.5,Fluffy,Edible Arrangements
831,924,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-22:0
Saturday: 11:0-22:0
Sunday: 11:0-21:0",3.0,Umami,Tony Sopranos Pizza
832,968,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",2.5,Fruity,Gandolfo's New York Deli
833,596,"Monday: Closed
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",5.0,Umami,Board & Brush Greenwood
834,906,"Monday: 10:0-19:0
Tuesday: 10:0-19:0
Wednesday: 10:0-19:0
Thursday: 10:0-19:0
Friday: 10:0-19:0
Saturday: 9:0-17:0
Sunday: Closed",2.0,Herbal,Oak Motors
835,213,"Monday: 7:30-18:0
Tuesday: 7:30-18:0
Wednesday: 7:30-18:0
Thursday: 7:30-18:0
Friday: 7:30-18:0
Saturday: 8:0-17:0
Sunday: Closed",4.0,Sour,Kal Tire
836,668,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",3.5,Sour,Wawa
837,981,"Monday: Closed
Tuesday: 11:0-20:0
Wednesday: 11:0-20:0
Thursday: 11:0-20:0
Friday: 11:0-20:0
Saturday: 11:0-20:0
Sunday: 11:0-18:0",4.5,Rich,Triple R's Smokehouse
838,566,"Monday: 10:0-16:0
Tuesday: 9:0-20:0
Wednesday: 9:0-20:0
Thursday: 9:0-20:0
Friday: 9:0-18:0
Saturday: 9:0-16:0
Sunday: Closed",4.0,Rich,Aqua Terra Salon & Spa
839,448,"Monday: 11:0-20:0
Tuesday: 11:0-20:0
Wednesday: 11:0-20:0
Thursday: 11:0-22:0
Friday: 11:0-22:0
Saturday: 11:0-22:0
Sunday: 11:0-19:0",2.5,Juicy,Tony luke's
840,299,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",2.0,Umami,Tile Source
841,905,"Monday: 11:0-22:0
Tuesday: 11:0-22:0
Wednesday: 11:0-22:0
Thursday: 11:0-22:0
Friday: 11:0-22:0
Saturday: 11:0-22:0
Sunday: Closed",4.0,Creamy,Lee House
842,742,"Monday: 6:30-14:30
Tuesday: 6:30-14:30
Wednesday: 6:30-14:30
Thursday: 6:30-14:30
Friday: 6:30-14:30
Saturday: 6:30-14:30
Sunday: 6:30-14:30",4.0,Tender,Ted's Luncheonette
843,232,"Monday: 0:0-0:0
Tuesday: 9:30-18:0
Wednesday: 9:30-18:0
Thursday: 9:30-18:0
Friday: 9:30-18:0
Saturday: 8:0-17:0
Sunday: 11:0-16:0",4.0,Zesty,US Storage Centers
844,434,"Monday: 10:0-18:0
Tuesday: 10:0-18:0
Wednesday: 10:0-18:0
Thursday: 10:0-18:0
Friday: 10:0-18:0
Saturday: Closed
Sunday: 10:0-18:0",4.5,Frothy,Intuitive Readings and Meditation with Zev
845,726,"Monday: 7:0-20:0
Tuesday: 7:0-20:0
Wednesday: 7:0-20:0
Thursday: 7:0-20:0
Friday: 7:0-20:0
Saturday: 8:0-20:0
Sunday: 8:0-18:0",4.0,Salty,Edgehill Cafe
846,511,"Monday: 11:0-21:30
Tuesday: 11:0-21:30
Wednesday: 11:0-21:30
Thursday: 11:0-21:30
Friday: 11:0-22:30
Saturday: 11:0-22:30
Sunday: 14:0-21:30",4.0,Gooey,Shanghai Express
847,385,"Monday: 8:30-17:0
Tuesday: 8:30-17:0
Wednesday: 8:30-17:0
Thursday: 8:30-17:0
Friday: 8:30-19:0
Saturday: 8:30-15:0
Sunday: Closed",4.0,Mild,Wyoming Barber Shop
848,487,"Monday: 7:30-16:30
Tuesday: 7:30-16:30
Wednesday: 7:30-16:30
Thursday: 7:30-16:30
Friday: 7:30-16:30
Saturday: Closed
Sunday: Closed",4.5,Sweet,Franceschi Park
849,851,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: Closed
Sunday: Closed",4.0,Nutty,Distler's Auto Repair
850,103,"Monday: 7:30-21:0
Tuesday: 7:30-21:0
Wednesday: 7:30-21:0
Thursday: 7:30-21:0
Friday: 7:30-21:0
Saturday: 9:0-18:0
Sunday: 11:0-16:0",1.5,Earthy,Go Auto Outlet West
851,619,"Monday: 0:0-0:0
Tuesday: 17:0-21:0
Wednesday: 17:0-21:0
Thursday: 17:0-21:0
Friday: 17:0-22:0
Saturday: 16:0-22:0
Sunday: 10:0-14:0",4.5,Cheesy,Carnivore
852,663,"Monday: 8:30-20:0
Tuesday: 7:30-17:0
Wednesday: 8:30-20:0
Thursday: 8:30-17:0
Friday: 7:30-12:30
Saturday: 7:0-12:0
Sunday: Closed",4.0,Juicy,"Christopher J. Connolly, DMD, PA"
853,359,"Monday: 11:0-17:0
Tuesday: 11:0-17:0
Wednesday: 11:0-17:0
Thursday: 11:0-17:0
Friday: 11:0-17:0
Saturday: Closed
Sunday: Closed",5.0,Spicy,Barker Diamond Company
854,249,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",1.5,Salty,Dr.Green
855,466,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",4.5,Frothy,Jake's Place
856,544,"Monday: 9:30-22:0
Tuesday: 9:30-22:0
Wednesday: 9:30-22:0
Thursday: 9:30-22:0
Friday: 9:30-22:0
Saturday: 9:30-22:0
Sunday: 12:0-17:0",5.0,Cheesy,Pecos Liquor Store
857,813,"Monday: 8:0-18:0
Tuesday: 8:0-18:0
Wednesday: 8:0-18:0
Thursday: 8:0-18:0
Friday: 8:0-18:0
Saturday: 8:0-17:0
Sunday: 10:0-15:30",3.5,Smokey,Edible Arrangements
858,884,"Monday: 0:0-0:0
Tuesday: 11:30-21:0
Wednesday: 11:30-21:0
Thursday: 11:30-21:0
Friday: 11:30-21:0
Saturday: 11:30-21:0
Sunday: Closed",4.0,Buttery,Capitol Cellars
859,328,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",3.0,Fluffy,Crowne Plaza Philadelphia - King of Prussia
860,477,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",2.0,Earthy,Foot Locker
861,493,"Monday: Closed
Tuesday: 17:0-21:30
Wednesday: 17:0-21:30
Thursday: 17:0-21:30
Friday: 17:0-22:0
Saturday: 17:0-22:0
Sunday: Closed",4.5,Bitter,Petite 4
862,304,"Monday: 0:0-0:0
Tuesday: 5:0-23:0
Wednesday: 5:0-23:0
Thursday: 5:0-23:0
Friday: 8:0-18:0
Saturday: 8:0-18:0
Sunday: 8:0-20:0",4.0,Spicy,LA Fitness
863,90,"Monday: 8:0-17:0
Tuesday: 8:0-17:0
Wednesday: 8:0-17:0
Thursday: 8:0-17:0
Friday: 8:0-17:0
Saturday: Closed
Sunday: Closed",3.5,Gooey,Idaho Center For Reproductive Medicine
864,75,"Monday: 6:0-15:0
Tuesday: 6:0-15:0
Wednesday: 6:0-15:0
Thursday: 6:0-15:0
Friday: 6:0-15:0
Saturday: Closed
Sunday: Closed",4.0,Smokey,The Coventry Deli
865,643,"Monday: 6:30-18:0
Tuesday: 6:30-18:0
Wednesday: 6:30-18:0
Thursday: 6:30-18:0
Friday: 6:30-18:0
Saturday: 8:0-18:0
Sunday: 8:0-18:0",5.0,Tangy,The flagpole Nola
866,133,"Monday: 7:0-2:0
Tuesday: 7:0-2:0
Wednesday: 7:0-2:0
Thursday: 7:0-2:0
Friday: 7:0-2:0
Saturday: 7:0-2:0
Sunday: 11:0-2:0",3.5,Tender,Sean Thorntons Public House
867,371,"Monday: 17:0-22:0
Tuesday: 17:0-22:0
Wednesday: 17:0-22:0
Thursday: 12:0-22:0
Friday: 17:0-23:0
Saturday: 17:0-23:0
Sunday: 17:0-22:0",3.5,Crunchy,Morton's The Steakhouse
868,505,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",3.5,Crunchy,McCaffrey's Supermarket
869,512,"Monday: 9:0-19:0
Tuesday: 9:0-19:0
Wednesday: 9:0-19:0
Thursday: 9:0-19:0
Friday: 9:0-19:0
Saturday: 9:0-19:0
Sunday: 9:0-18:0",4.5,Zesty,Dekalb Produce
870,888,"Monday: 10:0-17:0
Tuesday: 8:30-17:30
Wednesday: 8:30-17:0
Thursday: 8:30-17:30
Friday: 8:30-17:0
Saturday: Closed
Sunday: Closed",4.5,Umami,Arch Engraving
871,999,"Monday: Closed
Tuesday: 9:0-18:0
Wednesday: 9:0-18:0
Thursday: 9:0-18:0
Friday: 9:0-18:0
Saturday: 9:0-18:0
Sunday: Closed",5.0,Crispy,Cupcake Fairies
872,246,"Monday: 10:0-18:30
Tuesday: 10:0-20:0
Wednesday: 10:0-18:0
Thursday: 10:0-20:0
Friday: 10:0-20:0
Saturday: 10:0-20:0
Sunday: 11:0-18:0",3.0,Juicy,"American Freight Furniture, Mattress, Appliance"
873,903,"Monday: Closed
Tuesday: 9:0-17:0
Wednesday: 9:0-17:0
Thursday: 9:0-17:0
Friday: 9:0-17:0
Saturday: 9:0-16:0
Sunday: Closed",5.0,Earthy,Hair By Audrey Johnson
874,700,"Monday: 4:0-22:30
Tuesday: 4:0-22:30
Wednesday: 4:0-22:30
Thursday: 4:0-22:30
Friday: 4:0-22:30
Saturday: 4:0-22:30
Sunday: 4:0-22:30",3.0,Fruity,Dunkin'
875,773,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",2.0,Herbal,Nancy Le Nails
876,28,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",3.0,Fluffy,Hong Kong Chinese Restaurant
877,890,"Monday: 10:0-20:0
Tuesday: 10:0-20:0
Wednesday: 10:0-20:0
Thursday: 10:0-20:0
Friday: 10:0-21:0
Saturday: 10:0-21:0
Sunday: 12:0-18:0",4.0,Savory,Dress Up
878,695,"Monday: 9:30-21:30
Tuesday: 9:30-21:30
Wednesday: 9:30-21:30
Thursday: 9:30-21:30
Friday: 9:30-22:0
Saturday: 9:30-22:0
Sunday: 11:0-20:0",3.0,Umami,HomeGoods
879,760,"Monday: 0:0-0:0
Tuesday: 0:0-0:0
Wednesday: 0:0-0:0
Thursday: 0:0-0:0
Friday: 0:0-0:0
Saturday: 0:0-0:0
Sunday: 0:0-0:0",5.0,Chewy,Jessie Sessions - Berkshire Hathaway Santa Barbara
880,482,"Monday: 0:0-0:0
Tuesday: 8:0-18:30
Wednesday: 8:0-18:30
Thursday: 8:0-18:30
Friday: 8:0-18:30
Saturday: 8:0-14:0
Sunday: Closed",4.0,Zesty,"A Jackson Ecker, Inc"
881,321,"Monday: 7:0-19:0
Tuesday: 7:0-19:0
Wednesday: 7:0-19:0
Thursday: 7:0-19:0
Friday: 7:0-19:0
Saturday: 7:0-19:0
Sunday: 8:0-18:0",4.0,Buttery,Aicha African Hair Braiding
